language_ID,language,latitude,longitude,links,speaker_number_raw,speaker_number_numeric,speaker_number_type,speaker_number_min,speaker_number_max,vitality_status,vitality_certainty,speaker_number_year,speaker_source,source_category,source_type,access_route,source_confidence,source_urls,plotting_data,bar_chart_tooltip_value
male1291,Male,-5.49975,145.757,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-male', 'label': 'Male'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-male', 'label': 'male'}, {'url': 'https://en.wikipedia.org/wiki/Male_language_(Papuan)', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6742927', 'label': None}]",(970 cited 2000 census)[1],970.0,exact,970.0,970.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Male_language_(Papuan)'],970.0,970.0
samm1244,Sam,-5.55572,145.813,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sam', 'label': 'Sam'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sam-buan', 'label': 'Sam (Buan Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sam-songum', 'label': 'Sam (Songum Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sam-wongbe', 'label': 'Sam (Wongbe Dialect)'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-sam', 'label': 'sam'}, {'url': 'https://en.wikipedia.org/wiki/Sam_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7408387', 'label': None}]",700 (2003)[1],700.0,exact,700.0,700.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Sam_language'],700.0,700.0
yamb1257,Yamben,-4.77103,145.5701,"[{'url': 'https://en.wikipedia.org/wiki/Yamben_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q65046092', 'label': None}]",,,,,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Yamben_language'],,
amai1246,Amaimon,-5.18742,145.368,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-amaimon', 'label': 'Amaimon'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-amaimon', 'label': 'amaimon'}, {'url': 'https://en.wikipedia.org/wiki/Amaimon_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3327427', 'label': None}]","1,800 (2003)[1]",1800.0,exact,1800.0,1800.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Amaimon_language'],1800.0,1800.0
barg1252,Bargam,-4.8723,145.756,"[{'url': 'https://grambank.clld.org/languages/barg1252', 'label': 'Bargam'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bargam', 'label': 'Bargam'}, {'url': 'https://wals.info/languoid/lect/wals_code_mug', 'label': 'Bargam'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-bargam', 'label': 'bargam'}, {'url': 'https://en.wikipedia.org/wiki/Bargam_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4860543', 'label': None}]","4,000 (2006)[1]",4000.0,exact,4000.0,4000.0,,,2006,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Bargam_language'],4000.0,4000.0
pall1244,Pal,-4.756,145.24,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-pal', 'label': 'Pal'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-pal', 'label': 'pal'}, {'url': 'https://en.wikipedia.org/wiki/Pal_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7126121', 'label': None}]","(1,200 cited 2000 census)[1]",1200.0,exact,1200.0,1200.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Pal_language'],1200.0,1200.0
kobo1248,Kobol,-4.79614,145.284,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kobol', 'label': 'Kobol'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-kobol', 'label': 'kobol'}, {'url': 'https://en.wikipedia.org/wiki/Kobol_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732325', 'label': None}]",(720 cited 2000 census)[1],720.0,exact,720.0,720.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kobol_language'],720.0,720.0
kare1341,Kare,-5.07674,145.499,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kare', 'label': 'Kare'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-kare', 'label': 'kare'}, {'url': 'https://en.wikipedia.org/wiki/Kare_language_(Papuan)', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732286', 'label': None}]",(380 cited 1981)[1],380.0,exact,380.0,380.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kare_language_(Papuan)'],380.0,380.0
saru1243,Saruga,-5.08824,145.578,"[{'url': 'https://www.endangeredlanguages.com/elp-language/5411', 'label': 'Saruga'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-saruga', 'label': 'Saruga'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-saruga', 'label': 'saruga'}, {'url': 'https://en.wikipedia.org/wiki/Saruga_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7424699', 'label': None}]",130,130.0,exact,130.0,130.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/5411'],130.0,130.0
bagu1252,Bagupi,-5.07778,145.632,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2118', 'label': 'Bagupi'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bagupi', 'label': 'Bagupi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-bagupi', 'label': 'bagupi'}, {'url': 'https://en.wikipedia.org/wiki/Bagupi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3450697', 'label': None}]",58,58.0,exact,58.0,58.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/2118'],58.0,58.0
mawa1267,Mawan,-5.2219,145.589,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4633', 'label': 'Mawan'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-mawan', 'label': 'Mawan'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-mawan', 'label': 'mawan'}, {'url': 'https://en.wikipedia.org/wiki/Mawan_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732429', 'label': None}]",470,470.0,exact,470.0,470.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/4633'],470.0,470.0
utuu1240,Utu,-5.16422,145.544,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-utu', 'label': 'Utu'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-utu', 'label': 'utu'}, {'url': 'https://en.wikipedia.org/wiki/Utu_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7903469', 'label': None}]","(1,010 cited 2000 census)[1]",1010.0,exact,1010.0,1010.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Utu_language'],1010.0,1010.0
silo1240,Silopi,-5.12302,145.586,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3228', 'label': 'Silopi'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-silopi', 'label': 'Silopi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-silopi', 'label': 'silopi'}, {'url': 'https://en.wikipedia.org/wiki/Silopi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7515533', 'label': None}]",180,180.0,exact,180.0,180.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/3228'],180.0,180.0
muru1273,Murupi,-5.0245,145.606,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-murupi', 'label': 'Murupi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-murupi', 'label': 'murupi'}, {'url': 'https://en.wikipedia.org/wiki/Murupi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732486', 'label': None}]",(300 cited 1981)[1],300.0,exact,300.0,300.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Murupi_language'],300.0,300.0
samo1306,Samosa,-5.01391,145.537,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2648', 'label': 'Samosa'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-samosa', 'label': 'Samosa'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-samosa', 'label': 'samosa'}, {'url': 'https://en.wikipedia.org/wiki/Samosa_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7410037', 'label': None}]",90,90.0,exact,90.0,90.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/2648'],90.0,90.0
wama1247,Wamas,-4.97757,145.541,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3335', 'label': 'Wamas'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-wamas', 'label': 'Wamas'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-wamas', 'label': 'wamas'}, {'url': 'https://en.wikipedia.org/wiki/Wamas_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7966909', 'label': None}]",220,220.0,exact,220.0,220.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/3335'],220.0,220.0
mosi1248,Mosimo,-4.95226,145.605,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2273', 'label': 'Mosimo'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-mosimo', 'label': 'Mosimo'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-mosimo', 'label': 'mosimo'}, {'url': 'https://en.wikipedia.org/wiki/Mosimo_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732478', 'label': None}]",50,50.0,exact,50.0,50.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/2273'],50.0,50.0
nobo1238,Nobonob,-5.06952,145.712,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-nobonob', 'label': 'Nobonob'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-nobonob', 'label': 'nobonob'}, {'url': 'https://en.wikipedia.org/wiki/Nobonob_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732205', 'label': None}]","5,000 (2005 census)[1]",5000.0,exact,5000.0,5000.0,,,2005,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Nobonob_language'],5000.0,5000.0
gall1278,Gal,-5.16351,145.623,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-gal', 'label': 'Gal'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-gal', 'label': 'gal'}, {'url': 'https://en.wikipedia.org/wiki/Gal_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5517742', 'label': None}]",340 (2003)[1],340.0,exact,340.0,340.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Gal_language'],340.0,340.0
wagi1249,Wagi,-5.17834,145.726,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-wagi', 'label': 'Wagi'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-wagi-foran', 'label': 'Wagi (Foran Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-wagi-kamba', 'label': 'Wagi (Kamba Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-wagi-mis', 'label': 'Wagi (Mis Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-wagi-silibob', 'label': 'Wagi (Silibob Dialect)'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-wagi', 'label': 'wagi'}, {'url': 'https://en.wikipedia.org/wiki/Wagi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7959569', 'label': None}]","3,400 (2003)[1]",3400.0,exact,3400.0,3400.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Wagi_language'],3400.0,3400.0
baim1245,Baimak,-5.18943,145.606,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-baimak', 'label': 'Baimak'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-baimak', 'label': 'baimak'}, {'url': 'https://en.wikipedia.org/wiki/Baimak_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3450546', 'label': None}]",650 (2003)[1],650.0,exact,650.0,650.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Baimak_language'],650.0,650.0
remp1241,Rempi,-5.02487,145.782,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-rempi', 'label': 'Rempi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-rempi', 'label': 'rempi'}, {'url': 'https://en.wikipedia.org/wiki/Rempi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7312214', 'label': None}]","1,600 (2003)[1]",1600.0,exact,1600.0,1600.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Rempi_language'],1600.0,1600.0
garu1246,Garus,-4.9222,145.683,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-garus', 'label': 'Garus'}, {'url': 'https://wals.info/languoid/lect/wals_code_grs', 'label': 'Garus'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-garus', 'label': 'garus'}, {'url': 'https://en.wikipedia.org/wiki/Garus_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5524492', 'label': None}]","2,700 (2003)[1]",2700.0,exact,2700.0,2700.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Garus_language'],2700.0,2700.0
yoid1240,Yoidik,-4.94044,145.758,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yoidik', 'label': 'Yoidik'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-yoidik', 'label': 'yoidik'}, {'url': 'https://en.wikipedia.org/wiki/Yoidik_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8054512', 'label': None}]",770 (2003)[1],770.0,exact,770.0,770.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Yoidik_language'],770.0,770.0
rapt1240,Rapting,-4.99351,145.671,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-rapting', 'label': 'Rapting'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-rapting', 'label': 'rapting'}, {'url': 'https://en.wikipedia.org/wiki/Rapting_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7294362', 'label': None}]",(330 cited 1981)[1],330.0,exact,330.0,330.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Rapting_language'],330.0,330.0
mate1260,Matepi,-5.13857,145.617,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-matepi', 'label': 'Matepi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-matepi', 'label': 'matepi'}, {'url': 'https://en.wikipedia.org/wiki/Matepi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732426', 'label': None}]",280 (2003)[1],280.0,exact,280.0,280.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Matepi_language'],280.0,280.0
nake1240,Nake,-5.09087,145.655,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4769', 'label': 'Nake'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-nake', 'label': 'Nake'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-nake', 'label': 'nake'}, {'url': 'https://en.wikipedia.org/wiki/Nake_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732496', 'label': None}]",170,170.0,exact,170.0,170.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/4769'],170.0,170.0
siha1245,Sihan (Gum),-5.28029,145.574,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sihan', 'label': 'Sihan'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-sihan', 'label': 'sihan'}, {'url': 'https://en.wikipedia.org/wiki/Sihan_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7513400', 'label': None}]",570 (2003)[1],570.0,exact,570.0,570.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Sihan_language'],570.0,570.0
amel1241,Amele,-5.29126,145.687,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-amele', 'label': 'Amele'}, {'url': 'https://wals.info/languoid/lect/wals_code_ame', 'label': 'Amele'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-amele', 'label': 'amele'}, {'url': 'https://en.wikipedia.org/wiki/Amele_language', 'label': None}, {'url': 'https://phoible.org/languages/amel1241', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3508025', 'label': None}]","(5,300 cited 1987)[1]",5300.0,exact,5300.0,5300.0,,,1987,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Amele_language'],5300.0,5300.0
guma1255,Gumalu,-5.22189,145.618,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-gumalu', 'label': 'Gumalu'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-gumalu', 'label': 'gumalu'}, {'url': 'https://en.wikipedia.org/wiki/Gumalu_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5618027', 'label': None}]",580 (2003)[1],580.0,exact,580.0,580.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Gumalu_language'],580.0,580.0
bauu1244,Bau,-5.26465,145.611,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bau', 'label': 'Bau'}, {'url': 'https://wals.info/languoid/lect/wals_code_bau', 'label': 'Bau'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-bau', 'label': 'bau'}, {'url': 'https://en.wikipedia.org/wiki/Bau_language_(New_Guinea)', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4873415', 'label': None}]","(3,200 cited 2000)[1]",3200.0,exact,3200.0,3200.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Bau_language_(New_Guinea)'],3200.0,3200.0
pani1258,Panim,-5.21388,145.752,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-panim', 'label': 'Panim'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-panim', 'label': 'panim'}, {'url': 'https://en.wikipedia.org/wiki/Panim_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732562', 'label': None}]",12 (2019)[1],12.0,exact,12.0,12.0,,,2019,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Panim_language'],12.0,12.0
iseb1246,Isebe,-5.20719,145.691,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-isebe', 'label': 'Isebe'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-isebe', 'label': 'isebe'}, {'url': 'https://en.wikipedia.org/wiki/Isebe_language', 'label': None}, {'url': 'https://phoible.org/languages/iseb1246', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732248', 'label': None}]","(1,200 cited 2000)[1]",1200.0,exact,1200.0,1200.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Isebe_language'],1200.0,1200.0
muni1257,Munit,-5.24329,145.548,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-munit', 'label': 'Munit'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-munit', 'label': 'munit'}, {'url': 'https://en.wikipedia.org/wiki/Munit_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732482', 'label': None}]",910 (2003)[1],910.0,exact,910.0,910.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Munit_language'],910.0,910.0
kein1239,Kein,-5.3373,145.483,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kein', 'label': 'Kein'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-kein', 'label': 'kein'}, {'url': 'https://en.wikipedia.org/wiki/Kein_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6383764', 'label': None}]","(1,800 cited 2000 census)[1]",1800.0,exact,1800.0,1800.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kein_language'],1800.0,1800.0
gira1247,Girawa,-5.35342,145.423,"[{'url': 'https://grambank.clld.org/languages/gira1247', 'label': 'Girawa'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-girawa', 'label': 'Girawa'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-girawa', 'label': 'girawa'}, {'url': 'https://en.wikipedia.org/wiki/Girawa_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5564185', 'label': None}]","(3,600 cited 2000)[1]",3600.0,exact,3600.0,3600.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Girawa_language'],3600.0,3600.0
dimi1244,Gavak,-4.8296,145.676,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-gavak', 'label': 'Gavak'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-gavak', 'label': 'gavak'}, {'url': 'https://en.wikipedia.org/wiki/Gavak_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5277406', 'label': None}]","3,800 (2003)[1]",3800.0,exact,3800.0,3800.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Gavak_language'],3800.0,3800.0
yara1250,Yarawata,-4.93943,145.454,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3165', 'label': 'Yarawata'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yarawata', 'label': 'Yarawata'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-yarawata', 'label': 'yarawata'}, {'url': 'https://en.wikipedia.org/wiki/Yarawata_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8049237', 'label': None}]",130,130.0,exact,130.0,130.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/3165'],130.0,130.0
para1307,Parawen,-5.0112,145.418,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-parawen', 'label': 'Parawen'}, {'url': 'https://en.wikipedia.org/wiki/Parawen_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7136291', 'label': None}]",(430 cited 1981)[1],430.0,exact,430.0,430.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Parawen_language'],430.0,430.0
ukur1240,Ukuriguma,-4.94407,145.514,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3433', 'label': 'Ukuriguma'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-ukuriguma', 'label': 'Ukuriguma'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-ukuriguma', 'label': 'ukuriguma'}, {'url': 'https://en.wikipedia.org/wiki/Ukuriguma_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7878623', 'label': None}]",170,170.0,exact,170.0,170.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/3433'],170.0,170.0
usan1239,Usan,-4.84265,145.362,"[{'url': 'https://grambank.clld.org/languages/usan1239', 'label': 'Usan'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-usan', 'label': 'Usan'}, {'url': 'https://wals.info/languoid/lect/wals_code_usa', 'label': 'Usan'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-usan', 'label': 'usan'}, {'url': 'https://en.wikipedia.org/wiki/Usan_language', 'label': None}, {'url': 'https://phoible.org/languages/usan1239', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7901709', 'label': None}]","(1,400 cited 1991)[1]",1400.0,exact,1400.0,1400.0,,,1991,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Usan_language'],1400.0,1400.0
bila1257,Karen,-4.93116,145.559,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bilakura', 'label': 'Bilakura'}, {'url': 'https://www.endangeredlanguages.com/elp-language/2120', 'label': 'Karian'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-bilakura', 'label': 'bilakura'}, {'url': 'https://en.wikipedia.org/wiki/Karian_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4907504', 'label': None}]",A few dozen speakers or less,,qualitative range,0.0,65.16,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.19,['https://www.endangeredlanguages.com/elp-language/2120'],32.58,A few dozen speakers or less
yabe1255,Yaben,-4.90868,145.361,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yaben', 'label': 'Yaben'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-yaben', 'label': 'yaben'}, {'url': 'https://en.wikipedia.org/wiki/Yaben_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8046372', 'label': None}]","(1,090 cited 2000 census)[1]",1090.0,exact,1090.0,1090.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Yaben_language'],1090.0,1090.0
mala1494,Mala,-4.35889,145.04,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-mala', 'label': 'Mala'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-mala', 'label': 'mala'}, {'url': 'https://en.wikipedia.org/wiki/Mala_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732569', 'label': None}]","1,400 (2003)[1]",1400.0,exact,1400.0,1400.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Mala_language'],1400.0,1400.0
maia1253,Maiani,-4.55066,145.239,"[{'url': 'https://grambank.clld.org/languages/maia1253', 'label': 'Maiani'}, {'url': 'https://en.wikipedia.org/wiki/Miani_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6735243', 'label': None}]","(3,000 South cited 2003, 1,500 North cited 1987)[1]",3000.0,exact,3000.0,3000.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Miani_language'],3000.0,3000.0
maia1254,Maia,-4.50212,145.096,"[{'url': 'https://grambank.clld.org/languages/maia1254', 'label': 'Maia'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-maia-pila', 'label': 'Maia (Pila Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-maia-saki', 'label': 'Maia (Saki Dialect)'}, {'url': 'https://en.wikipedia.org/wiki/Maia_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q12952760', 'label': None}]","(4,400 cited 2000 census)[1]",4400.0,exact,4400.0,4400.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Maia_language'],4400.0,4400.0
